,movie_id,title,cast,director,editor,production_design,art_direction,costume_design,original_music_composer,director_of_photography
3738,153,Lost in Translation,"Bill Murray,Scarlett Johansson,Anna Faris,Giovanni Ribisi,Akiko Takeshita,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Fumihiro Hayashi,Hiroko Kawasaki,Daikon,Catherine Lambert,Daiamondo Yukai,Akiko Monô,Françoise Dubois,Gregory Pekar,Ikuko Takahashi,Osamu Shigematu,Takashi Fujii,Lisle Wilkerson,Nancy Steiner,Kazuo Yamada",Sofia Coppola,Sarah Flack,K.K. Barrett,Rika Nakanishi,Nancy Steiner,Kevin Shields,Lance Acord
3739,703,Annie Hall,"Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Paul Simon,Shelley Duvall,Janet Margolin,Colleen Dewhurst,Christopher Walken,Donald Symington,Russell Horton,Dick Cavett,Marshall McLuhan,Beverly DAngelo,Tracey Walter,Sigourney Weaver,Laurie Bird,Mark Lenard,John Glover,John Dennis Johnston,Jim McKrell,Paula Trueman,Shelley Hack,Jeff Goldblum,Gary Mule Deer,Walter Bernstein,Hy Anzell,Mordecai Lawner,Joan Neuman,Jonathan Munk,Helen Ludlam,Ruth Volner,Martin Rosenblatt,Rashel Novikoff,Humphrey Davis,Veronica Radburn,Wendy Girard,Mary Boylan,Christine Jones,John Doumanian,Chris Gampel,Dan Ruskin,Ved Bandhu,Johnny Haymer,Bernie Styles,Truman Capote,Jan Citron,Gregory Doucette",Woody Allen,Ralph Rosenblum,Unknown,Mel Bourne,Ruth Morley,Unknown,Gordon Willis
3740,27191,The Greatest Show on Earth,"Betty Hutton,Cornel Wilde,Charlton Heston,Dorothy Lamour,Gloria Grahame,Henry Wilcoxon,Lyle Bettger,Lawrence Tierney,James Stewart,Emmett Kelly,Julia Faye,Frank Wilcox,Lillian Albertson,Dorothy Adams,John Ringling North,Lou Jacobs,Mona Freeman,John Kellogg,John Ridgely,Beverly Washburn,Lee Aaker,Eric Alden,Erville Alderson,Oliver Blake,William Boyd,Lane Chandler,Bing Crosby,Cecil B DeMille,Kathleen Freeman,Bob Hope,Noel Neill,Edmond OBrien,Syd Saylor",Cecil B. DeMille,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3741,1365,Monsters Ball,"Halle Berry,Billy Bob Thornton,Heath Ledger,Sean Combs,Coronji Calhoun,Peter Boyle,Taylor Simpson,Gabrielle Witcher,Amber Rules,Yasiin Bey,Taylor LaGrange,Charles Cowan Jr,Anthony Bean,Francine Segal,John McConnell,Marcus Lyle Brown,Milo Addica,Bernard Johnson",Marc Forster,Matt Chesse,Monroe Kelly,Leonard R. Spears,Frank L. Fleming,Unknown,Roberto Schaefer
3742,287424,Maggie,"Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Douglas M Griffin,JD Evermore,Rachel Whitman Groves,Jodie Moore,Bryce Romero,Raeden Greer,Aiden Flowers,Carson Flowers,Walter von Huene,Dana Gourrier,Amy Brassette,David A Cole,Mattie Liptak,Liann Pattison,Maris Black,Jessy Hughes,Denise Williamson,Taylor Ashley Murphy,Colin Walker,Ashley Nicole Hudson,PJ Marshall,Brett Baker,Laura Cayouette",Henry Hobson,Jane Rizzo,Gabor Norman,Frank Zito,Claire Breaux,David Wingo,Lukas Ettlin
3743,451,Leaving Las Vegas,"Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber,Kim Adams,Emily Procter,Stuart Reynolds ,Valeria Golino,Graham Beckel,Mariska Hargitay,Laurie Metcalf,Shawnee Smith,David Kriegel",Mike Figgis,John Smith,Unknown,Unknown,Unknown,Mike Figgis,Declan Quinn
3744,165864,Hansel and Gretel Get Baked,"Molly C Quinn,Michael Welch,Lara Flynn Boyle,Cary Elwes,Lochlyn Munro,Yancy Butler,Bianca Saad",Duane Journey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3745,987,The Front Page,"Jack Lemmon,Walter Matthau,Susan Sarandon,Vincent Gardenia,David Wayne,Allen Garfield,Austin Pendleton,Charles Durning,Herb Edelman,Martin Gabel,Harold Gould,Cliff Osmond,Dick ONeill,Jon Korkes,Carol Burnett,Paul Benedict,Allen Jenkins,Barbara Davis,Biff Elliot,Lou Frizzell,Doro Merande,Noam Pitlik,Joshua Shelley",Billy Wilder,Ralph E. Winters,Unknown,Henry Bumstead,Burton Miller,Unknown,Jordan Cronenweth
3746,241251,The Boy Next Door,"Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett,Kristin Chenoweth,Hill Harper,Lexi Atkins,François Chau,Bailey Chase,Raquel Gardner,Jack Wallace,Adam Hicks,Kent Avenido,Travis Schuldt,Brian Mahoney,Kari Perdue,Chad Bullard,Brandon Rush,Forrest Hoffman",Rob Cohen,Michel Aller,Charles Varga,Unknown,Courtney Hoffman,Nathan Barr,David McFarland
3747,40494,Trapeze,"Burt Lancaster,Tony Curtis,Gina Lollobrigida,Katy Jurado,Thomas Gomez,Johnny Puleo,Minor Watson,Gérard Landry,JeanPierre Kérien,Sid James,Gimma Boys,Los Arriolas,Gamil Ratib,Pierre Tabard,Edward Hagopian",Carol Reed,Unknown,Unknown,Unknown,Unknown,Malcolm Arnold,Robert Krasker
3748,39781,The Kids Are All Right,"Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson,Yaya DaCosta,Zosia Mamet,Kunal Sharma,Eddie Hassell,Joaquín Garrido,Rebecca Lawrence Levy,Lisa Eisner,Eric Eisner,Sasha Spielberg,James MacDonald,Margo Victor",Lisa Cholodenko,Jeffrey M. Werner,Julie Berghoff,Unknown,Mary Claire Hannan,Unknown,Igor Jadue-Lillo
3749,8337,They Live,"Roddy Piper,Keith David,Meg Foster,George Buck Flower,Peter Jason,Raymond St Jacques,Jason Robards III,John Lawrence,Susan Barnes,Sy Richardson,Wendy Brainard,Lucille Meredith,Susan Blanchard,Norman Alden,Dana Bratton,John F Goff,Thelma Lee,Stratton Leopold,Rezza Shan,Norman Howell,Larry Franco,Tom Searle,Robert Grasmere,Vince Inneo,Bob Hudson,Jon Paul Jones,Dennis Michael,Nancy Gee,Claudia Stanlee,Christine Anne Baur,Eileen Wesson,Jim Nickerson,Kerry Rossall,Cibby Danyla,Jeff Imada,Michelle Costello,Gregory J Barnett,Norman D Wilson,Jeb Stuart Adams,Jennifer Austin,Michael Forino,Robert V Greene,Helen Kelly,Al Leong,Gunnar Magg,Matt McColm,Tommy Morrison",John Carpenter,Gib Jaffe,Unknown,Daniel A. Lomino,Unknown,John Carpenter,Gary B. Kibbe
3750,5925,The Great Escape,"Steve McQueen,James Garner,Richard Attenborough,James Donald,Charles Bronson,Donald Pleasence,James Coburn,Hannes Messemer,David McCallum,Gordon Jackson,John Leyton,Angus Lennie,Nigel Stock,Robert Graf,Jud Taylor,Hans Reiser,Harry Riebauer,William Russell,Robert Freitag,Ulrich Beiger,George Mikell,Robert Desmond,Til Kiwe,Heinz Weiss,Tom Adams,KarlOtto Alberty,Lawrence Montaigne",John Sturges,Ferris Webster,Unknown,Fernando Carrere,Unknown,Elmer Bernstein,Daniel L. Fapp
3751,8357,What the Do We Know,"Marlee Matlin,Elaine Hendrix,Robert Blanche,John Ross Bowie,Robert Bailey Jr",William Arntz,Unknown,Unknown,Unknown,Unknown,Christopher Franke,David Bridges
3752,146203,The Last Exorcism Part II,"Ashley Bell,Julia Garner,Andrew Sensenig,Spencer Treat Clark,Judd Lormand,Muse Watson,Raeden Greer",Ed Gass-Donnelly,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3753,85350,Boyhood,"Ellar Coltrane,Patricia Arquette,Ethan Hawke,Elijah Smith,Lorelei Linklater,Steven Chester Prince,Bonnie Cross,Sydney Orta,Libby Villari,Marco Perella,Jamie Howard,Andrew Villarreal,Shane Graham,Tess Allen,Ryan Power,Sharee Fowler,Mark Finn,Charlie Sexton,Byron Jenkins,Holly Moore,David Blackwell,Barbara Chisholm,Matthew MartinezArndt,Cassidy Johnson,Cambell Westmoreland,Jennifer Griffin,Garry Peters,Merrilee McCommas,Tamara Jolaine,Jordan Howard,Andrew Bunten,Tyler Strother,Evie Thompson,Brad Hawkins,Savannah Welch,Mika Odom,Sinjin Venegas,Nick Krause,Derek Chase Hickey,Angela Rawna,Megan Devine,Jenni Tooley,Landon Collier,Roland Ruiz,Richard Jones,Karen Jones,Gordon Friday,Tom McTigue,Sam Dillon,Martel Summers,David Clark,Zoe Graham,Jessie Tilton,Richard Robichaux,Will Harris,Indica Shaw,Bruce Salmon,Wayne Sutton,Joe Sundell,Sean Tracey,Ben Hodges,Daniel Zeh,Chris Doubek,Andrea Chen,Mona Lee Fultz,Bill Wise,Alina Linklater,Charlotte Linklater,Genevieve Kinney,Elijah Ford,Kyle Crusham,Conrad Choucroun,Maximillian McNamara,Taylor Weaver,Jessi Mechler,Deanna Brochin,Stephen Latham,Heather Materne,Johnny Walter,Natalie Makenna,Ken Edwards",Richard Linklater,Sandra Adair,Rodney Becker,Unknown,Kari Perkins,Unknown,Lee Daniel
3754,512,Scoop,"Scarlett Johansson,Hugh Jackman,Woody Allen,Ian McShane,Kevin McNally,Romola Garai,Charles Dance,Fenella Woolgar,Julian Glover,Geoff Bell,Christopher Fulford,Robert Bathurst,Nigel Lindsay,John Sessions,Paula Wilcox,John Standing,Doreen Mantle,David Schneider,Meera Syal,Toby Jones,Jim Dunk,Carolyn Backhouse,Victoria Hamilton,Sam Friend,Mark Heap,Jody Halse,Sanjeev Bhaskar,John Light,Elizabeth Berrington,Rupert Frazer,Christopher Godwin,Suzy Kewer,Matt Day,Anthony ODonnell,Moya Brady,Rosie Cavaliero,Lynda Baron,Caroline Blakiston,Phil Cornwell,Alexander Armstrong,Anthony Stewart Head,Richard Johnson,Margaret Tyzack,Julia Deakin,Tina Rath,Robyn Kerr,Richard Stirling",Woody Allen,Alisa Lepselter,Maria Djurkovic,Nick Palmer,Unknown,Unknown,Remi Adefarasin
3755,13408,The Wash,"Dr Dre,Snoop Dogg,DJ Pooh,Angell Conwell,Bruce Bruce,Eminem,Tom Lister Jr,Alex Thomas,Shari Watson",DJ Pooh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3756,47816,3 Strikes,"Brian Hooks,NBushe Wright,Faizon Love,E40,Starletta DuPois,George Wallace,David Alan Grier,Dean Norris,Meagan Good,MoNique,DeAundre Bonds,Antonio Fargas,Mike Epps",DJ Pooh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3757,10744,The Cooler,"William H Macy,Alec Baldwin,Maria Bello,Shawn Hatosy,Paul Sorvino,Estella Warren,Ron Livingston,Joey Fatone,Arthur J Nascarella,MC Gainey,Ellen Greene,Don Scribner,Tony Longo",Wayne Kramer,Arthur Coburn,Toby Corbett,Unknown,Kristin M. Burke,Mark Isham,James Whitaker
3758,11536,The Misfits,"Clark Gable,Marilyn Monroe,Montgomery Clift,Thelma Ritter,Eli Wallach,James Barton,Kevin McCarthy,Estelle Winwood,Rex Bell,John Huston",John Huston,George Tomasini,Unknown,Unknown,Unknown,Alex North,Russell Metty
3759,9782,The Night Listener,"Toni Collette,Robin Williams,Joe Morton,Bobby Cannavale,Rory Culkin,Sandra Oh,Rodrigo Lopresti,John Cullum,Lisa Emery,Guenia Lemos,Marcia Haufrecht,Nick Gregory,Ed Jewett,Becky Ann Baker,EJ Carroll",Patrick Stettner,Andy Keir,Unknown,Unknown,Unknown,Peter Nashel,Lisa Rinzler
3760,18713,The Jerky Boys,"John G Brennan,Kamal Ahmed,Alan Arkin,William Hickey,Vincent Pastore,Alan North,Suzanne Shepherd,Peter Appel,Ozzy Osbourne",James Melkonian,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3761,6537,The Orphanage,"Belén Rueda,Fernando Cayo,Roger Príncep,Mabel Rivera,Montserrat Carulla,Andrés Gertrúdix,Édgar Vivar,Óscar Casas,Geraldine Chaplin,Carmen López",Juan Antonio Bayona,Elena Ruiz,Josep Rosell,Unknown,Maria Reyes,Fernando Velázquez,Óscar Faura
3762,184345,A Haunted House 2,"Marlon Wayans,Jaime Pressly,Essence Atkins,Gabriel Iglesias,Missi Pyle,Ashley Rickards,Affion Crockett,Steele Stebbins,Rick Overton,Dave Sheridan,Cedric the Entertainer,Audrey Petenbrink,Scott Burn,Chris Gann",Michael Tiddes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3763,1809,The Rules of Attraction,"James Van Der Beek,Shannyn Sossamon,Ian Somerhalder,Jessica Biel,Kate Bosworth,Jay Baruchel,Thomas Ian Nicholas,Russell Sams,Kip Pardue,Joel Michaely,Clifton Collins Jr,Clare Kramer,Faye Dunaway,Swoosie Kurtz,Colin Bain,Fred Savage,Kavan Reece,Ron Jeremy,Theresa Wayman",Roger Avary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3764,2370,Topaz,"Frederick Stafford,Dany Robin,Claude Jade,Michel Subor,Karin Dor,John Vernon,Michel Piccoli,Philippe Noiret,John Forsythe,Roscoe Lee Browne,PerAxel Arosenius,Edmon Ryan,Sonja Kolthoff,Tina Hedström,John van Dreelen,Donald Randolph,Roger Til",Alfred Hitchcock,William H. Ziegler,Henry Bumstead,Unknown,Edith Head,Maurice Jarre,Jack Hildyard
3765,9809,Lets Go to Prison,"Dax Shepard,Will Arnett,Chi McBride,David Koechner,Dylan Baker,Michael Shannon,Jay Whittaker,Amy Hill,David Darlow,Bob Odenkirk,Jerry Minor,Joseph Marcus,Nick Phalen,AJ Balance,Mary Seibel,Susan Messing,Jim Zulevic,Bill McGough,Bert Matias,Miguel Nino",Bob Odenkirk,Eric L. Beason,John Paino,Brian Ollman,Susan Kaufmann,Alan Elliott,Ramsey Nickell
3766,5,Four Rooms,"Tim Roth,Antonio Banderas,Jennifer Beals,Madonna,Marisa Tomei,Bruce Willis,Quentin Tarantino,Sammi Davis,Amanda de Cadenet,Valeria Golino,Lili Taylor,Lawrence Bender,Ione Skye,Alicia Witt,David Proval,Lana McKissack,Tamlyn Tomita,Kathy Griffin,Paul Calderon,Salma Hayek,Patricia Vonne,Danny Verduzco,Kimberly Blair,Marc Lawrence",Allison Anders,Robert Rodriguez,Gary Frutkoff,Mayne Berke,Mary Claire Hannan,Combustible Edison,Guillermo Navarro
3767,11013,Secretary,"James Spader,Maggie Gyllenhaal,Jeremy Davies,Lesley Ann Warren,Stephen McHattie,Amy Locane,Patrick Bauchau,Jessica Tuck,Oz Perkins",Steven Shainberg,Pam Wise,Unknown,Unknown,Marjorie Bowers,Angelo Badalamenti,Steven Fierberg
3768,19153,The Real Cancun,Laura Ramsey,Rick de Oliveira,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3769,10132,Talk Radio,"Eric Bogosian,Ellen Greene,Leslie Hope,John C McGinley,Alec Baldwin,John Pankow,Anna Levine",Oliver Stone,Joe Hutshing,Unknown,Unknown,Unknown,Stewart Copeland,Robert Richardson
3770,16448,Waiting for Guffman,"Christopher Guest,Eugene Levy,Fred Willard,Catherine OHara,Michael Hitchcock,Larry Miller,Parker Posey,Bob Balaban,Don Lake,David Cross,Paul Dooley,Lewis Arquette,Matt Keeslar,Brian DoyleMurray,Paul Benedict,Deborah Theaker",Christopher Guest,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3771,15122,Love Stinks,"French Stewart,Bridgette Wilson,Bill Bellamy,Tyra Banks,Tiffani Thiessen,Colleen Camp,John OHurley,Ivana Miličević",Jeff Franklin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3772,8141,You Kill Me,"Ben Kingsley,Téa Leoni,Luke Wilson,Bill Pullman,Dennis Farina,Philip Baker Hall,Marcus Thomas,Scott Heindl,Alison SealySmith,Aron Tager,Jayne Eastwood,Al Corley,Erik Fjeldsted,Aaron Hughes,Devin McCracken",John Dahl,Scott Chestnut,John Dondertman,Unknown,Linda Madden,Marcelo Zarvos,Jeff Jur
3773,1546,Thumbsucker,"Lou Taylor Pucci,Tilda Swinton,Vincent DOnofrio,Keanu Reeves,Benjamin Bratt,Vince Vaughn,Kelli Garner,Chase Offerle",Mike Mills,Haines Hall,Judy Becker,Walter Cahall,April Napier,Tim DeLaughter,Joaquín Baca-Asay
3774,48572,Red State,"Michael Parks,John Goodman,Melissa Leo,Michael Angarano,Kyle Gallner,Nicholas Braun,Kerry Bishé,Stephen Root,Matt Jones,Kevin Alejandro,Ralph Garman,Anna Gunn,Kevin Pollak,Betty Aberlin,Jennifer Schwalbach Smith,Patrick Fischler,Damian Young,David Marciano,Kaylee DeFer,Ronnie Connell,Alexa Nikolas,Cooper Thornton,James Parks,Haley Ramm,Elizabeth Tripp,Molly Livingston,John Lacy,Catherine McCord,Deborah Aquila,Joey Figueroa,Rose Colasanti,Carryl Lynn,Alyssa Petersen,Bill Cleavelin,Sadey Paige Nifong,Scott Nifong,Gary Sievers,Marc Blucas",Kevin Smith,Kevin Smith,Cabot McMullen,Susan Bolles,Beth Pasternak,Unknown,David Klein
3775,14517,Mirrormask,"Stephanie Leonidas,Jason Barry,Rob Brydon,Gina McKee,Dora Bryan,Stephen Fry,Lenny Henry,Robert Llewellyn,Eryl Maynard,Simon Harvey,Andy Hamilton,Eve Pearce,Iain Ballamy",Dave McKean,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3776,89708,Samsara,"Marcos Luna,Putu Dinda Pratika,Puti Sri Candra Dewi,Ni Made Megahadi Pratiwi",Ron Fricke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3777,27551,The Barbarians,"Peter Paul,David Paul,Richard Lynch,Eva LaRue,Virginia Bryant,Sheeba Alahani,Michael Berryman,George Eastman,Franco Pistoni,Raffaella Baracchi,Pasquale Bellazecca,Luigi Bellazecca,Wilma Marzilli,Giovanni Cianfriglia,Angelo Ragusa,Nanni Bernini,Lucio Rosato,Franco Daddi,Omero Capanna,Tiziana Di Gennaro,Marilda Donà,Paolo Merosi,Nello Pazzafini,Renzo Pevarello,Paolo Risi,Benito Stefanelli",Ruggero Deodato,Eugenio Alabiso,Giuseppe Mangano,Unknown,Francesca Panicali,Unknown,Unknown
3778,64678,The Art of Getting By,"Freddie Highmore,Emma Roberts,Michael Angarano,Elizabeth Reaser,Alicia Silverstone,Sasha Spielberg,Marcus Carl Franklin,Ann Dowd,Blair Underwood,Rita Wilson,Sam Robards,Sophie Curtis,Maya Ri Sanchez,Ann Harada,Jarlath Conroy,Andrew Levitas,Dan Leonard,LindsayElizabeth Hand",Gavin Wiesen,Unknown,Kelly McGehee,Unknown,Erika Munro,Unknown,Ben Kutchins
3779,309503,Zipper,"Patrick Wilson,Lena Headey,Richard Dreyfuss,Ray Winstone,John Cho,Dianna Agron,Elena Satine,Alexandra Breckenridge,Christopher McDonald,Penelope Mitchell,Shauna Rappold,Christian Oliver,Daniela Lavender,Han Soto,Marco St John,Billy Slaughter,Thomas Francis Murphy,Phil Austin,Mercedes Manning,Gustavo I Ortiz,David Maldonado",Mora Stephens,Joel Viertel,Hannah Beachler,Unknown,Shauna Leone,H. Scott Salinas,Antonio Calvache
3780,14293,Poolhall Junkies,"Ricky Schroder,Chazz Palminteri,Rod Steiger,Michael Rosenbaum,Mars Callahan,Alison Eastwood,Christopher Walken",Mars Callahan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3781,15059,The Loss of Sexual Innocence,"Julian Sands,Saffron Burrows,Justin Chadwick,Stefano Dionisi,Kelly Macdonald,Gina McKee,Jonathan Rhys Meyers,Bernard Hill,Rossy de Palma,John Cowey,Nina McKay,Dickson OsaOmorogbe,Jock Gibson Cowl,Femi Ogunbanjo,Hanne Klintoe",Mike Figgis,Unknown,Unknown,Unknown,Unknown,Unknown,Benoît Delhomme
3782,103328,Holy Motors,"Eva Mendes,Kylie Minogue,Michel Piccoli,Edith Scob,Denis Lavant,JeanFrançois Balmer,François Rimbau,Karl Hoffmeister,Big John,Elise Lhomeau,Jeanne Disson,Leos Carax,Nastya Golubeva Carax,Reda Oumouzoune,Zlata,Geoffrey Carey,Annabelle DexterJones,Elise Caron,Corinne Yam",Leos Carax,Unknown,Florian Sanson,Unknown,Unknown,Unknown,Caroline Champetier
3783,157847,Joe,"Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Sue Rock,Heather Kafka,Robert Johnson,Gary Poulter,Adriene Mishler,Brenda Isaacs Booth,Aaron SpiveySorrells,Dana Freitag,Anna Niemtschk,Erin Elizabeth Reed,Jon Bonzor,Jonny Mars,Elbert Hill Jr,Lazaro Solares,Lico Reyes,Lynette Walden,Patrick Arnez,Kevin Kinkade",David Gordon Green,Colin Patton,Chris L. Spellman,Unknown,Jill Newell,Jeff McIlwain,Tim Orr
3784,25719,Shooting Fish,"Dan Futterman,Stuart Townsend,Kate Beckinsale,Rowena Cooper,Scott Charles,Antonia Corrigan,Myles Anderson,Jane Lapotaire,Harry Ditson,Jacob Macoby,Tom Chadbon,Phyllis Logan,Vicki Bensted,Peter McNamara,Ralph Ineson,Nicola Duffett,Larry Randall,Neil Peplow,Claire Cox,Arabella Weir,Nickolas Grace,Annette Crosbie,Peter Capaldi,Dominic Mafham,Nicholas Woodeson,Louis Mahoney,John Clegg,Adam Fogerty,Ronald Markham,Geoffrey Whitehead,Tim Stern,Richard Graydon,Paul Williamson,Linda Spurrier,Ahmed Khalil,Barry Woolgar,David Glover,Catherine Russell",Stefan Schwartz,Unknown,Unknown,Unknown,Unknown,Unknown,Henry Braham
3785,48309,Prison,"Viggo Mortensen,Chelsea Field,Lane Smith,Lincoln Kilpatrick,Tom Everett,Ivan Kane,André De Shields,Tom Lister Jr,Stephen E Little,Mickey Yablans,Larry Flash Jenkins,Arlen Dean Snyder,Hal Landon Jr,Matt Kanen,Rod Lockman",Renny Harlin,Andy Horvitch,Unknown,Unknown,Unknown,Richard Band,Mac Ahlberg
3786,27723,Psycho Beach Party,"Lauren Ambrose,Nicholas Brendon,Amy Adams,Charles Busch,Thomas Gibson,Matt Keeslar,Beth Broderick,Kathleen Robertson,Nicholas DAgosto,Andrew Levitas,Nick Cornish",Robert Lee King,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3787,20468,The Big Tease,"Craig Ferguson,David Rasche,Mary McCormack,Donal Logue,Nina Siemaszko,David Hasselhoff,Drew Carey,Cathy Lee Crosby,Caitlyn Jenner,Frances Fisher,Melissa Rivers",Kevin Allen,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3788,242575,"Guten Tag, Ramón","Adriana Barraza,Rüdiger Evers,Hector Kotsifakis,Franziska Kruse,Arcelia Ramírez,Ingeborg Schöner,Kristyan Ferrer,Marcel Batangtaris,Andreas Berg,Marius Biegai, Jorge de los Reyes ,Karl Friedrich,Anna Haack,Micky Jukovic,Michèle Akouvi Müller,Esther Maria Pietsch,Jorge Ramírez Suárez,Luis Rosales,Frank W Rima",Jorge Ramírez Suárez,Jorge Ramírez Suárez,Unknown,Florent Vitse,Unknown,Unknown,Unknown
3789,44945,Trust,"Clive Owen,Catherine Keener,Liana Liberato,Jason Clarke,Viola Davis,Chris Henry Coffey,Spencer Curnutt,Aislinn DeButch,Noah Emmerich,Olivia Wickline,Zoe Levin,Zanny Laird,Yolanda Mendoza,Shenell Randall,Jordan Trovillion,Brandon Molale,Inga R Wilson,Jennifer Kincer,Milica Govich ,Sarab Kamoo,Lise Lacasse,Joseph Sikora,Laura Niemi,Garrett Ryan,Noah Crawford,Jamal Johnson,Robert Axelrod,Anthonia Kitchen,Marty Bufalini,Ruth Crawford,Tristan Peach,Wallace Bridges",David Schwimmer,Douglas Crise,Michael Shaw,Kerry Sanders,Ellen Lutter,Unknown,Andrzej Sekula
3790,29122,An Everlasting Piece,"Barry McEvoy,Brían F OByrne,Anna Friel,Pauline McLynn,Ruth McCabe,Billy Connolly,Des McAleer,Laurence Kinlan",Barry Levinson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3791,125123,Among Giants,"Pete Postlethwaite,Rachel Griffiths,Andy Serkis,Lennie James,James Thornton,Rob Jarvis,Alan Williams",Sam Miller,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3792,111190,Adore,"Naomi Watts,Robin Wright,Xavier Samuel,James Frecheville,Ben Mendelsohn,Sophie Lowe,Gary Sweet,Jessica Tovey,Alyson Standen,Dane Eade,Charlee Thomas,Scott Pirlo,Isaac Cocking,Drew Fairley,Rowan Witt,Sally Cahill,Richard Huggett,Katrina Norman,Genevieve Hegney,Maya Stange,James McFay,Matt Levett,Bianca Bateman",Anne Fontaine,Luc Barnier,Annie Beauchamp,Sophie Nash,Unknown,Christopher Gordon,Christophe Beaucarne
3793,133575,The Velocity of Gary,"Vincent DOnofrio,Salma Hayek,Thomas Jane,Olivia dAbo",Dan Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3794,54580,Mondays in the Sun,"Javier Bardem,Luis Tosar,Nieve de Medina,Enrique Villén,Celso Bugallo,José Ángel Egido,Laura Domínguez,Aida Folch,Serge Riaboukine,Pepo Oliva,Joaquín Climent",Fernando León de Aranoa,Nacho Ruiz Capillas,Julio Esteban,Unknown,Maiki Marín,Lucio Godoy,Alfredo Mayo
3795,52015,Stake Land,"Danielle Harris,Kelly McGillis,Nick Damici,Connor Paolo,Gregory Jones,Traci Hovel,Marianne Hagan,James Godwin,Tim House,Michael Cerveris,Sean Nelson,Adam Scarimbolo,Chance Kelly,Seamus Boyle",Jim Mickle,Unknown,Daniel R. Kersting,Unknown,Elisabeth Vastola,Jeff Grace,Ryan Samul
3796,34941,The Last Time I Committed Suicide,"Thomas Jane,Keanu Reeves,Claire Forlani,Gretchen Mol,Adrien Brody,John Doe,Jim Haynie,Marg Helgenberger,Lucinda Jenney,Amy Smart,Alexandra Holden,Clark Gregg",Stephen T. Kay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3797,227975,Futuro Beach,"Wagner Moura,Clemens Schick,Jesuíta Barbosa,Sabine Timoteo,Sophie Charlotte Conrad,Demick Lopes",Karim Aïnouz,Isabela Monteiro de Castro,Marcos Pedroso,Marcos Pedroso,Ruth Aragão,Unknown,Unknown
3798,60422,Another Happy Day,"Ellen Barkin,Ezra Miller,Kate Bosworth,Demi Moore,George Kennedy,Jeffrey DeMunn,Daniel Yelsky,Siobhan Fallon,Diana Scarwid,Lola Kirke",Sam Levinson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3799,81390,A Lonely Place to Die,"Melissa George,Ed Speleers,Eamonn Walker,Alec Newman,Karel Roden,Kate Magowan,Garry Sweeney,Stephen McCole,Holly Boyd,Paul Anderson,Sean Harris",Julian Gilbey,Unknown,Unknown,Unknown,Hayley Nebauer,Unknown,Ali Asad
3800,10981,Nothing,"David Hewlett,Andrew Miller,Gordon Pinsent,MarieJosée Croze",Vincenzo Natali,Michele Conroy,Unknown,Unknown,Unknown,Michael Andrews,Derek Rogers
3801,225235,The Geographer Drank His Globe Away,"Konstantin Khabenskiy,Elena Lyadova,Aleksandr Robak,Evgeniya Khirivskaya,Agrippina Steklova,Andrey Prytkov,Anfisa Chernykh",Aleksandr Veledinskiy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3802,14902,1776,"William Daniels,Howard Da Silva,Ken Howard,Blythe Danner,Donald Madden,John Cullum,Roy Poole,David Ford,Ron Holgate,William Hansen,Ray Middleton",Peter H. Hunt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3803,121676,Inescapable,"Alexander Siddig,Joshua Jackson,Marisa Tomei,Oded Fehr,Saad Siddiqui,Fadia Nadda,Bonnie Lee Bouman",Ruba Nadda,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
